,Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,PitchDif,Entropy,RT
0,0,False,True,1,68,-0.0,,,0,0.0,0.0
1,0,False,True,2,66,2.167642265005514,71.0,3.294259765186547,-2,3.411931405518565,0.2528878340963274
2,0,False,True,3,57,8.741577744994764,74.0,6.784821194289326,-9,3.411795809706611,0.25963245902676135
3,0,False,True,4,64,3.326959136009301,54.0,3.022766851974372,7,2.8716680776960053,0.8453145829262212
4,0,False,True,5,62,3.4021662401553376,66.0,0.5053404325635324,-2,1.7293084057349466,0.24810399999842048
5,0,False,True,6,60,1.3193800065453973,64.0,2.546189000477707,-2,2.4844086601993207,0.3122299169190228
6,0,False,True,7,64,2.009326593063493,62.0,1.0393712836436837,4,2.044862292212967,0.31941741693299264
7,0,False,True,8,67,2.3427444442050422,65.0,2.1338547802643886,3,2.4348871229207547,0.2269996249815449
