Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,PitchDif,Entropy,RT
0,False,False,1,73,-0.0,,,0,0.0,0.0
0,False,False,2,66,5.253844085231208,78.0,4.687747232346612,-7,3.300234722958809,1.0082705839304253
0,False,False,3,71,3.8505333139651863,68.0,2.141942314947861,5,3.4110309588199024,0.6280508749186993
0,False,False,4,66,3.6421450501620933,73.0,1.7629006189362275,-5,2.876181401058085,0.3711679578991607
0,False,False,5,68,2.560184936211308,69.0,4.142247624996308,2,2.476900424893326,0.41512820799835026
1,False,False,1,70,-0.0,,,0,0.0,0.0
1,False,False,2,72,2.0295478472933137,68.0,2.127682525816999,2,3.381146931142195,0.3569277919596061
1,False,False,3,73,4.392526360800033,77.0,4.405284761118036,1,3.376412662358794,0.5151559580117464
1,False,False,4,72,1.4346640222310865,65.0,5.721434902834394,-1,2.606239009077841,1.0123659579548985
1,False,False,5,73,1.2303814768683163,70.0,1.2081765378786868,1,1.72588011166538,0.5683400840498507
2,True,False,1,69,-0.0,,,0,0.0,0.0
2,True,False,2,71,2.0143509242657833,67.0,1.946067476628676,2,3.266746340420286,1.1559057499980554
2,True,False,3,73,2.2380607273497417,69.0,1.8632407968732245,2,3.3264911720948964,30.874374791048467
2,True,False,4,68,4.525032655900822,80.0,5.692085218879429,-5,3.045964147901633,1.2221953748958185
2,True,False,5,75,5.2470319407826125,71.0,1.475509254057146,7,2.754728029455229,0.6764340840745717
3,True,False,1,72,-0.0,,,0,0.0,0.0
3,True,False,2,80,7.321662384099981,75.0,3.671289084070686,8,3.376412662358794,1.4979163330281153
3,True,False,3,79,3.773920385595662,82.0,2.626881443270305,-1,3.193042433875426,0.007058707997202873
3,True,False,4,77,1.0017221326476942,80.0,1.821890512856084,-2,1.9822620870126062,0.5995530419750139
3,True,False,5,79,2.0584483534996196,75.0,0.8857101652656147,2,1.9294873208146175,0.3517006660113111
