Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,PitchDif,Entropy,RT
0,True,False,1,60,-0.0,,,0,0.0,0.0
0,True,False,2,62,1.9296774372723635,69.0,5.273672926280141,2,3.4160728239352625,0.586982624954544
0,True,False,3,64,1.9235572125283575,60.0,2.3480213048269967,2,3.404575092537958,0.7048933749319986
0,True,False,4,67,2.0808914113425954,59.0,5.3299638484503875,3,2.9882154478836216,2.4832065840018913
0,True,False,5,69,1.489552750663178,64.0,1.4558926030899961,2,2.394456040061853,1.0221379589056596
0,True,False,6,71,1.7386473684668653,67.0,1.1607633087530542,2,1.9747156176331695,1.7706437499728054
0,True,False,7,69,1.4816192473456318,74.0,2.1547059986591575,-2,2.635720432779786,4.547662333003245
0,True,False,8,67,1.0363417889606794,71.0,0.9920222801887876,-2,1.086876886511502,31.926072750007734
1,False,False,1,73,-0.0,,,0,0.0,0.0
1,False,False,2,72,4.178127479917258,71.0,1.9855831148423633,-1,3.300234722958809,307.411697958014
1,False,False,3,69,3.1935776780786895,74.0,2.088016409839036,-3,3.376412662358794,0.5565739999292418
1,False,False,4,67,1.4364282358601943,77.0,5.295394544662615,-2,2.7685716787607477,0.23488129198085517
1,False,False,5,64,3.593820517971073,69.0,1.2618238452061408,-3,2.3010202803122426,1.7209469580557197
1,False,False,6,72,4.080213686529711,69.0,4.2387037852996885,8,2.035498884487894,0.8955972499679774
1,False,False,7,74,2.862191713019902,71.0,0.22479081890006722,2,0.6426406435662082,1.8764949589967728
1,False,False,8,72,6.301859508451914,76.0,0.0310005807103183,-2,0.17991633345651709,1.390109125059098
2,True,False,1,68,-0.0,,,0,0.0,0.0
2,True,False,2,69,4.547234485247803,61.0,5.607646001943625,1,3.411931405518565,3.0437105000019073
2,True,False,3,73,5.489346963825396,68.0,4.609558042694767,4,3.266746340420286,1.1262550000101328
2,True,False,4,71,0.9843554313458547,66.0,4.849708383494024,-2,2.477738198612169,0.5819022089708596
2,True,False,5,69,0.9164131712749457,73.0,2.156891837806453,-2,2.177678071845809,1.485503583913669
2,True,False,6,71,0.7728389677864355,66.0,2.4642842320447174,2,1.8927751834832989,0.6340700829168782
2,True,False,7,66,3.272670168736542,73.0,1.2030600281723038,-5,2.023296696074827,0.9459669579518959
2,True,False,8,62,4.817346306300387,69.0,2.0671429000387582,-4,2.0283215037463718,7.646510457969271
3,True,False,1,65,-0.0,,,0,0.0,0.0
3,True,False,2,62,3.5712166037258593,67.0,1.7346468552745236,-3,3.2694808087946488,2.643847542000003
3,True,False,3,64,1.9235572125283575,63.0,4.508438576815813,2,3.404575092537958,0.7466247919946909
3,True,False,4,67,2.0808914113425954,62.0,2.0407721198881457,3,2.9882154478836216,0.2654323329916224
3,True,False,5,64,1.4558926030899961,60.0,4.778855266187406,-3,2.394456040061853,0.09105537505820394
3,True,False,6,62,0.9631857123882167,67.0,2.246369450981788,-2,2.1745415674629864,0.9059598339954391
3,True,False,7,71,3.3777432376140757,64.0,1.1503637668441629,9,1.8834814911633584,0.6063904169714078
3,True,False,8,69,0.0621043758686107,64.0,4.8686942664745505,-2,0.2913242185713183,1.6254519170615822
4,False,False,1,63,-0.0,,,0,0.0,0.0
4,False,False,2,65,1.9103020383379123,60.0,3.262987078276153,2,3.42285722931988,0.7686228749807924
4,False,False,3,72,5.090907845622731,63.0,2.2427594352565734,7,3.2694808087946488,16.825935957953334
4,False,False,4,70,1.2150889001176444,74.0,2.7621662729021983,-2,2.777309485950836,1.3126017909962684
4,False,False,5,62,5.795209441246943,72.0,1.806069779747143,-8,2.6854598863294954,0.34637679206207395
4,False,False,6,65,0.28675560968887676,63.0,6.557192569173236,3,0.995202923124495,0.6965294580440968
4,False,False,7,63,0.437509334715702,64.0,2.6745555763539803,-2,1.2609458894322088,0.3968509159749374
4,False,False,8,65,8.175057140419732,62.0,0.030624504963229042,2,0.19849978781983485,0.6411527079762891
5,True,True,1,60,-0.0,,,0,0.0,0.0
5,True,True,2,62,1.9296774372723635,58.0,2.6640636924952426,2,3.4160728239352625,0.26661416701972485
5,True,True,3,66,4.8997219098480524,59.0,3.8976802395396626,4,3.404575092537958,0.29831650003325194
5,True,True,4,69,2.246575541621217,64.0,1.1828033377603142,3,2.4190975381041446,1.7107029580511153
5,True,True,5,62,3.0130816361566697,71.0,0.7235157605953203,-7,2.0075758269819484,2.7396120000630617
5,True,True,6,66,0.7514020958847445,64.0,1.4757645423926806,4,1.2960687259824863,2.624724790919572
5,True,True,7,69,0.24612454058446,64.0,2.7047720690484267,3,0.6559121236822385,6.969194832956418
5,True,True,8,71,0.014822373390851433,73.0,7.376638782913066,2,0.1025291498399436,28.373295624973252
6,False,True,1,68,-0.0,,,0,0.0,0.0
6,False,True,2,67,4.119994622590735,65.0,3.594526874828702,-1,3.411931405518565,0.8267595410579816
6,False,True,3,75,7.0205152718320445,59.0,7.899296704101327,8,3.3613575033806566,2.3231285840738565
6,False,True,4,79,3.654894921457019,77.0,3.1744550874318453,4,2.2087121591816583,0.34352962498087436
6,False,True,5,77,0.7375858717471834,72.0,1.6637022484178194,-2,1.4714990531270993,0.10649004206061363
6,False,True,6,75,3.3644836397119833,72.0,0.23346805340377272,-2,0.8899424863707978,0.34880679193884134
6,False,True,7,74,2.228336758705365,70.0,4.315670454280924,-1,2.249913878994095,0.1343715419061482
6,False,True,8,75,1.8668960862452693,72.0,0.6204345147835516,1,1.2284166493216309,0.32997149997390807
