Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,RT
0,True,True,1,65,1.0,,,3.909495117026381
0,True,True,2,60,0.0347107438016529,60.0,0.0347107438016529,0.0011398770147934556
0,True,True,3,63,0.14757045675413022,58.0,0.1577745383867833,0.00033084896858781576
0,True,True,4,63,0.364155739706157,65.0,0.08992134503343914,0.0004757180577144027
0,True,True,5,58,0.2313518792457166,65.0,0.08992134503343914,0.000471443054266274
0,True,True,6,65,0.08992134503343914,63.0,0.364155739706157,0.00031118898186832666
0,True,True,7,67,0.08990698320144384,58.0,0.2313518792457166,0.0004523589741438627
0,True,True,8,65,0.08992134503343914,58.0,0.2313518792457166,2.4661707140039653
