Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,PitchDif,Entropy,RT
0,False,False,1,70,-0.0,,,0,0.0,0.0
0,False,False,2,72,2.0295478472933137,68.0,2.127682525816999,2,3.381146931142195,1.4460103750461712
0,False,False,3,74,2.088016409839036,69.0,3.1935776780786895,2,3.376412662358794,0.9780705830780789
0,False,False,4,77,2.6572970946932903,72.0,1.6570160009178656,3,2.907504195913317,0.6436591669917107
0,False,False,5,76,2.703432861374706,79.0,1.6382087562317955,-1,2.4766057439883213,0.38239925005473197
0,False,False,6,69,4.809062699091904,74.0,0.6057488185472368,-7,1.461818229860637,1.812219624989666
0,False,False,7,77,5.912693943664339,74.0,0.0749882536723199,8,0.4042756611296178,0.43691966601181775
0,False,False,8,76,6.313857199997956,73.0,0.038344285938819715,-1,0.23468143015660958,0.4964409169042483
1,True,False,1,71,-0.0,,,0,0.0,0.0
1,True,False,2,69,1.8632407968732245,72.0,3.939726394158039,-2,3.3264911720948964,0.4866916249739006
1,True,False,3,71,2.0143509242657833,68.0,4.609558042694767,2,3.266746340420286,1.3119861249579117
1,True,False,4,73,2.4093306845680704,72.0,3.0929774666495473,2,2.9501486649082382,0.4723917500814423
1,True,False,5,66,3.44323121488271,69.0,3.145810596397226,-7,2.6193216130094257,0.6364512910367921
1,True,False,6,64,2.680634484852435,73.0,2.3739518560712947,-2,2.2827081179079163,0.5956003330647945
1,True,False,7,59,10.068250526670699,66.0,0.0020941086563243086,-5,0.01866067166440165,1.4016957499552518
1,True,False,8,67,5.77744826574077,61.0,0.4417486006572504,8,1.3907612572564214,1.1524885839316994
2,True,False,1,60,-0.0,,,0,0.0,0.0
2,True,False,2,69,5.273672926280141,62.0,1.9296774372723635,9,3.4160728239352625,1.653453000006266
2,True,False,3,67,1.946067476628676,76.0,4.915766347315936,-2,3.266746340420286,1.822003333014436
2,True,False,4,65,2.3446759827980816,69.0,1.3762325669488389,-2,2.7567136300802524,0.31171816610731184
2,True,False,5,67,1.1315580000381529,62.0,2.2357457426929384,2,2.4409155551634227,1.944131417083554
2,True,False,6,69,1.1591418434209655,62.0,4.098195791039767,2,2.043418033771971,0.9813222079537809
2,True,False,7,72,2.0914486379384973,67.0,1.689964138327971,3,2.6875318658268057,0.6723040420329198
2,True,False,8,74,2.1045660958105112,69.0,0.635144237217872,2,1.3429830737059274,1.2434509590966627
3,True,True,1,74,-0.0,,,0,0.0,0.0
3,True,True,2,79,4.570540677862838,77.0,3.694087435697488,5,3.2684824570540854,1.305394334020093
3,True,True,3,71,6.709347151682694,86.0,7.038569010459938,-8,3.213264605693454,0.8578271250007674
3,True,True,4,79,1.945234178454727,74.0,1.378714791697055,8,2.3499911332715278,0.8892856250749901
3,True,True,5,76,4.467661850267351,78.0,1.7619295602585472,-3,2.0206969216205266,0.41572970896959305
3,True,True,6,74,1.2653643741141574,72.0,2.9886464178777605,-2,2.3240903148942915,0.552887124940753
3,True,True,7,69,2.738407824362486,76.0,1.5489529903471202,-5,1.7870671311164534,0.844165249960497
3,True,True,8,72,3.4756764115882826,74.0,0.32035617583264536,3,1.0624051375691013,1.9961758750723675
4,True,False,1,62,-0.0,,,0,0.0,0.0
4,True,False,2,65,3.2236705919482644,53.0,9.201110366426532,3,3.404575092537958,1.0819163749692962
4,True,False,3,63,2.2427594352565734,70.0,4.358640698200842,-2,3.2694808087946488,3.2096004160121083
4,True,False,4,60,2.5001921400232208,62.0,3.641888752949995,-3,2.828755516615354,2.8997545409947634
4,True,False,5,65,3.9060423846091323,63.0,1.4662175390495893,5,2.430106281650045,1.241057874984108
4,True,False,6,70,3.485678974172148,63.0,1.25362599134615,5,1.8986678307126927,0.9562521670013666
4,True,False,7,72,4.636845074163091,68.0,0.1137473208866125,2,0.5597025751691832,0.7732853339985013
4,True,False,8,74,0.47343205403436156,67.0,4.914223803551209,2,1.6243107064284117,0.531418583006598
5,True,False,1,68,-0.0,,,0,0.0,0.0
5,True,False,2,69,4.547234485247803,61.0,5.607646001943625,1,3.411931405518565,96.08377816597931
5,True,False,3,68,4.609558042694767,73.0,5.489346963825396,-1,3.266746340420286,10.879561749985442
5,True,False,4,66,0.9945706952563935,71.0,3.7360850186310657,-2,2.2571949463101673,2.7654310829238966
5,True,False,5,71,3.943135719576443,69.0,3.108871987974338,5,2.562100756431419,472.8594635829795
5,True,False,6,69,0.6844455875168578,73.0,4.551690792190139,-2,1.6759839789411586,0.286569416988641
5,True,False,7,78,3.8189287295601715,68.0,0.14474071023026666,9,0.5738878810632979,0.4692247089697048
5,True,False,8,74,8.071160160112974,76.0,0.01859155031307347,-4,0.12909985132050578,1.2457328329328448
6,False,False,1,73,-0.0,,,0,0.0,0.0
6,False,False,2,71,1.9855831148423633,72.0,4.178127479917258,-2,3.300234722958809,2.045246500056237
6,False,False,3,72,3.939726394158039,73.0,2.2380607273497417,1,3.3264911720948964,0.3365703329909593
6,False,False,4,71,1.2115954306611092,81.0,7.075272054967996,-1,2.4392547551854946,0.3301144160795957
6,False,False,5,69,1.1322965848839952,79.0,5.258909741829688,-2,2.11390047349308,0.40302937501110137
6,False,False,6,71,1.9068767619927882,67.0,1.2749990829358266,2,2.2355605935243483,0.34495495806913823
6,False,False,7,67,2.0209019241785766,69.0,1.5126309850393724,-4,2.286469084646066,0.35021537507418543
6,False,False,8,69,0.7918624324426478,74.0,1.4331432638417063,2,1.2924851088416571,0.4743295001098886
