Trial,Generated,Changed,Position,Tone,Surprise,Alternative,Alt_Surprise,PitchDif,Entropy,RT
0,False,True,1,68,-0.0,,,0,0.0,0.0
0,False,True,2,65,3.594526874828702,71.0,3.294259765186547,-3,3.411931405518565,1.0611549169989303
0,False,True,3,67,1.7346468552745236,63.0,2.2427594352565734,2,3.2694808087946488,0.26991595805156976
0,False,True,4,76,9.154077934379712,75.0,8.908908897052735,9,2.917363537935089,0.3128525000065565
0,False,True,5,74,0.08164803331687084,67.0,8.606709847273981,-2,0.47959515978100736,0.496487999917008
1,False,True,1,64,-0.0,,,0,0.0,0.0
1,False,True,2,62,2.1810286306335875,67.0,2.9312617845960474,-2,3.4439720952079393,0.42302733298856765
1,False,True,3,60,2.3480213048269967,57.0,4.942488839404211,-2,3.404575092537958,0.2831131659913808
1,False,True,4,58,2.4316092994626874,67.0,4.596760667073041,-2,2.8400015760953323,0.4487016249913722
1,False,True,5,62,2.256928660576508,60.0,1.2121630222550155,4,2.3961067099842692,0.45807691698428243
2,True,True,1,71,-0.0,,,0,0.0,0.0
2,True,True,2,73,2.2380607273497417,69.0,1.8632407968732245,2,3.3264911720948964,1.2035777919227257
2,True,True,3,81,7.436657146999461,82.0,7.638633731781814,8,3.3008339937282973,0.3174346250016242
2,True,True,4,80,1.225111875910907,79.0,3.0772733706049253,-1,2.7355738815308857,0.9364781669573858
2,True,True,5,76,2.622765608755313,81.0,2.7424583283017934,-4,1.309574430136076,0.4080103749874979
3,True,True,1,70,-0.0,,,0,0.0,0.0
3,True,True,2,68,2.127682525816999,72.0,2.0295478472933137,-2,3.381743623462121,1.1875686249695718
3,True,True,3,66,2.167642265005514,70.0,2.040190219573672,-2,3.411931405518565,0.384850834030658
3,True,True,4,68,1.4466701253374235,63.0,2.984954940581853,2,2.891046295943067,0.30896762502379715
3,True,True,5,75,5.751650911870287,71.0,2.1968542794539543,7,3.0479963672941026,0.4358204579912126
4,False,True,1,62,-0.0,,,0,0.0,0.0
4,False,True,2,63,4.508438576815813,70.0,6.9846649819728235,1,3.404575092537958,0.8377749579958618
4,False,True,3,71,7.1552732609759,61.0,2.6561156552435885,8,3.42285722931988,0.2526772500714287
4,False,True,4,68,2.4250304039750663,70.0,2.004990487482612,-3,2.5878349210198626,0.09062974993139505
4,False,True,5,70,0.7091527402203036,66.0,4.02445979117448,2,1.676819650263029,0.12293491698801517
5,False,True,1,66,-0.0,,,0,0.0,0.0
5,False,True,2,67,4.1533091222377605,73.0,4.814247108185809,1,3.4110309588199024,0.4607924580341205
5,False,True,3,69,1.912956758110731,65.0,2.215979728426081,2,3.3613575033806566,1.0862203750293702
5,False,True,4,70,4.239372713626132,67.0,1.7033233920404058,1,2.865941993033453,0.33689050003886223
5,False,True,5,69,1.1266455612715809,72.0,2.020664861964981,-1,2.027723320214681,0.27308016701135784
6,True,False,1,68,-0.0,,,0,0.0,0.0
6,True,False,2,71,3.294259765186547,65.0,3.594526874828702,3,3.411931405518565,2.3479843330569565
6,True,False,3,73,2.2380607273497417,69.0,1.8632407968732245,2,3.3264911720948964,0.2944006670732051
6,True,False,4,78,4.452561521095,75.0,2.398928874741473,5,3.045964147901633,0.5638408749364316
6,True,False,5,73,2.4071275175386773,71.0,5.397428919698493,-5,2.644462123803829,0.3632816249737516
7,False,True,1,66,-0.0,,,0,0.0,0.0
7,False,True,2,75,6.535383141627113,74.0,6.784821194289326,9,3.411795809706611,0.7568487919634208
7,False,True,3,71,4.853702553915563,73.0,1.8250112833701577,-4,3.220443010213872,0.5854027910390869
7,False,True,4,73,1.7211656948614917,68.0,1.9782409434677775,2,2.8542306604142373,0.3102775829611346
7,False,True,5,71,1.6952172678399684,75.0,1.1428268337873,-2,1.9902491449390884,0.4235867910319939
8,False,False,1,67,-0.0,,,0,0.0,0.0
8,False,False,2,62,5.021875663296248,69.0,1.912956758110731,-5,3.360822132241086,2.428600333048962
8,False,False,3,67,3.9188750009807487,58.0,5.743969467611386,5,3.404575092537958,1.8678872080054134
8,False,False,4,64,2.889838789024983,66.0,2.987429776555114,-3,3.1629971068620097,3.158567582955584
8,False,False,5,62,0.6808806829306995,65.0,3.5699844655151565,-2,1.9145395269976395,0.8140419999836013
9,False,True,1,74,-0.0,,,0,0.0,0.0
9,False,True,2,76,2.2004931279775914,73.0,3.9797798790367076,2,3.2684824570540854,11.213699416955933
9,False,True,3,74,1.667617132373487,79.0,3.841166371065747,-2,3.249344131826771,0.29776712507009506
9,False,True,4,72,1.8475521057612845,73.0,3.865242640100708,-2,2.8205103778473033,0.5650447920197621
9,False,True,5,71,3.052090647560841,74.0,1.228407293950179,-1,2.574459632734579,0.44219008390791714
10,True,True,1,64,-0.0,,,0,0.0,0.0
10,True,True,2,69,3.754500493184299,62.0,2.1810286306335875,5,3.443106587287907,6.691501041990705
10,True,True,3,71,2.0143509242657833,70.0,4.769748933241339,2,3.266746340420286,0.28451270796358585
10,True,True,4,75,8.276029522710719,80.0,8.429164684835039,4,2.9501529059556373,0.5206357919378206
10,True,True,5,76,1.6822307645990662,78.0,1.3905908481042295,1,2.129582454456579,0.6007162089226767
